Student_ID,Weekly_Study_Hours,Attendance_Rate,Sleep_Hours,Previous_Scores,Internet_Usage_Time,Parent_Education_Level,Distance_to_School,Stress_Level,Practice_Exams_Passed,Extracurricular_Activities,Exam_Score
10000.0,28.532398098772006,92.43136574717136,6.904773153790151,88.86790871407038,8.205416453546961,Lise,2.024366696556287,6,11.0,5.841322921630208,62.74
10001.0,18.184382769462168,84.94442687320976,8.772115413645407,53.51378008665717,7.970372078807256,Üniversite,35.21580526355766,1,9.0,19.17333581057666,54.92
10002.0,20.127779622030893,91.22125508252962,9.558219329028589,32.50017991663306,8.55501985447032,Ortaokul,12.939862484627833,3,6.0,15.628297398880475,42.86
10003.0,20.896115951466566,94.80787018630858,7.418206495605532,63.85944200850797,6.908978160299244,Üniversite,5.594666863123028,5,13.0,1.4516294242531735,63.47
10004.0,23.84578988345877,83.92530381272982,8.42142872971255,59.74337363278548,7.151358113526877,Üniversite,19.00421886493992,4,13.0,19.087380301473896,57.8
10005.0,15.75600164494266,85.2017512277483,8.91106238898553,57.64989528637366,8.684262008377807,İlkokul,24.133089989992744,1,8.0,4.544576379311058,53.83
10006.0,23.72024022357348,92.84592882470491,7.757759325556098,75.8225073313415,6.068962774515316,Ortaokul,1.72333883518915,5,12.0,15.966544709028923,69.6
10007.0,17.733103979031604,94.16630521747568,9.601801882352046,78.3336941182746,8.522043969317386,Ortaokul,11.358378501154965,4,7.0,12.865605904148348,55.62
10008.0,26.067265267886768,89.99257938086593,8.489891429253722,54.06764997864305,6.484411108635398,Ortaokul,1.7955950339373925,5,14.0,10.725992987526338,65.02
10009.0,20.409967401012747,89.93417930946006,8.986475912933122,63.64151590384926,6.81256133433974,Üniversite,17.10324787322221,3,8.0,18.653271644645727,59.87
10010.0,19.7812568559445,78.58903116232172,8.43775432535684,44.14977516812105,6.891653211513105,Lise,35.85645114811665,3,8.0,12.117507076383792,43.79
