Student_ID,Weekly_Study_Hours,Sleep_Hours,Previous_Scores,Distance_to_School,Practice_Exams_Passed,Extracurricular_Activities,Exam_Score,study_per_sleep,internet_per_sleep,attendance_x_study,preparedness_index,study_per_internet,sleep_quality,attendance_ratio,study_sleep_balance
10000.0,28.532398098772006,6.904773153790151,88.86790871407038,2.024366696556287,11.0,5.841322921630208,62.74,4.132271612569603,1.1883687225632453,2637.288524311492,65.50753609984926,3.4772638606247734,0.9863961648271644,0.9243136574717136,21.627624944981854
10001.0,18.184382769462168,8.772115413645407,53.51378008665717,35.21580526355766,9.0,19.17333581057666,54.92,2.0729757772113433,0.908603193421326,1544.6619723950348,40.15964606066002,2.281497348854247,4.386057706822704,0.8494442687320977,9.41226735581676
10002.0,20.127779622030893,9.558219329028589,32.50017991663306,12.939862484627833,6.0,15.628297398880475,42.86,2.1058085117168672,0.895043266855515,1836.0813191462219,24.55012594164314,2.3527449336263815,2.389554832257147,0.9122125508252963,10.569560293002304
10003.0,20.896115951466566,7.418206495605532,63.85944200850797,5.594666863123028,13.0,1.4516294242531735,63.47,2.8168690047962857,0.9313542516591707,1981.1162485246941,48.60160940595557,3.0244871909592224,1.2363677492675886,0.9480787018630857,13.477909455861035
10004.0,23.84578988345877,8.42142872971255,59.74337363278548,19.00421886493992,13.0,19.087380301473896,57.8,2.8315610861247698,0.8491858498364077,2001.2651606237966,45.72036154294983,3.3344421439362324,1.68428574594251,0.8392530381272982,15.42436115374622
10005.0,15.75600164494266,8.91106238898553,57.64989528637366,24.133089989992744,8.0,4.544576379311058,53.83,1.768139527633612,0.9745484464498189,1342.4389324963977,42.75492670046156,1.814316706235757,4.455531194492765,0.852017512277483,6.844939255957131
10006.0,23.72024022357348,7.757759325556098,75.8225073313415,1.72333883518915,12.0,15.966544709028923,69.6,3.0576148634020086,0.78230872073335,2202.327735502806,56.67575513193905,3.9084504388905885,1.2929598875926829,0.9284592882470492,15.962480898017382
10007.0,17.733103979031604,9.601801882352046,78.3336941182746,11.358378501154965,7.0,12.865605904148348,55.62,1.8468516841383602,0.8875463244136724,1669.8608817427225,56.933585882792215,2.0808510306678425,1.9203603764704091,0.9416630521747568,8.131302096679558
10008.0,26.067265267886768,8.489891429253722,54.06764997864305,1.7955950339373925,14.0,10.725992987526338,65.02,3.0703885299399807,0.763780215790299,2345.8604388623894,42.047354985050134,4.01998960694404,1.4149819048756205,0.8999257938086593,17.577373838633044
10009.0,20.409967401012747,8.986475912933122,63.64151590384926,17.10324787322221,8.0,18.653271644645727,59.87,2.2711870144077304,0.7580904238309006,1835.553667942915,46.94906113269448,2.995931544151728,2.2466189782332804,0.8993417930946006,11.423491488079625
10010.0,19.7812568559445,8.43775432535684,44.14977516812105,35.85645114811665,8.0,12.117507076383792,43.79,2.3443745919639056,0.8167639095613141,1554.5898114817123,33.304842617684734,2.870320987717123,2.10943858133921,0.7858903116232172,11.343502530587658
