Student_ID,Weekly_Study_Hours,Attendance_Rate,Sleep_Hours,Previous_Scores,Internet_Usage_Time,Parent_Education_Level,Distance_to_School,Stress_Level,Practice_Exams_Passed,Extracurricular_Activities,Exam_Score
10000,28.532398098772006,92.43136574717136,6.904773153790151,88.86790871407038,8.205416453546961,4,2.024366696556287,5.672675267719703,11,5.841322921630208,62.74
10001,18.184382769462168,84.94442687320976,8.772115413645407,53.513780086657164,7.970372078807256,5,35.21580526355766,1.297415011576052,9,19.17333581057666,54.92
10002,,91.22125508252962,9.558219329028587,32.50017991663306,8.55501985447032,3,12.939862484627833,2.741540845207036,6,15.628297398880477,42.86
10003,,94.80787018630858,7.418206495605532,63.85944200850797,6.9089781602992435,5,5.594666863123028,4.857039958024841,13,1.4516294242531735,63.47
10004,23.845789883458774,83.92530381272982,8.42142872971255,59.74337363278548,7.151358113526877,5,19.00421886493992,4.272057260067591,13,19.087380301473896,57.8
10005,15.75600164494266,85.2017512277483,8.91106238898553,57.64989528637366,8.684262008377807,2,24.133089989992744,1.158963798641913,8,4.544576379311058,53.83
10006,23.720240223573477,92.84592882470493,7.757759325556098,75.8225073313415,6.068962774515316,3,1.7233388351891499,5.212031174985512,12,15.966544709028925,69.6
10007,17.733103979031604,94.16630521747567,9.601801882352046,78.3336941182746,8.522043969317386,3,11.358378501154965,3.515984107271726,7,12.865605904148348,55.62
10008,26.067265267886768,89.99257938086593,8.489891429253722,54.06764997864305,6.484411108635398,3,1.7955950339373925,5.214916188688864,14,10.725992987526338,65.02
10009,20.409967401012747,89.93417930946006,8.986475912933122,63.64151590384926,6.81256133433974,5,17.10324787322221,2.547991912618315,8,18.653271644645727,59.87
10010,19.7812568559445,78.58903116232172,8.43775432535684,44.14977516812105,6.891653211513105,4,35.85645114811665,3.0686056974194935,8,12.117507076383793,43.79
10011,18.692120064443937,74.72783009924618,7.748408445970394,34.61511848846399,9.0,3,39.31477025399598,2.049140640415254,7,,32.96
10012,29.02088799315552,84.64816003848266,7.763948947861841,75.26682446292637,7.814883848726812,5,25.66337836339329,3.4008396927874194,15,16.553962727422334,70.71
10013,16.833052419692052,92.1707718508649,8.590762071347019,31.544069405398076,7.116613617494714,2,6.884688904491377,1.264985442752883,9,13.443505423544115,43.93
10014,18.08303250931702,84.31508540242645,9.064284840707671,76.36065656818008,8.10058134542229,4,36.281050904972574,2.7930497693666205,11,9.807339355517186,58.58
10015,13.97792575538042,87.74052882920776,8.586088763870348,57.64995797622361,8.552537619173032,2,20.891789016402388,1.6264628196624722,7,1.963110367749774,52.12
10016,20.58174096857674,88.84611147995855,9.020638358119903,46.922063802434586,9.0,4,6.573097828065265,3.2176726537184375,12,3.0798968241730917,48.11
10017,27.37572991717384,83.88565355167427,7.499360902367317,69.67376189319573,6.275207695701883,5,36.908203443340625,4.8846081839352955,10,10.656165615451592,66.05
10018,17.138244395011213,78.6569476929684,8.981837320953666,34.06487441311543,5.720812319334214,1,30.42002750356257,3.6991888439942007,6,6.644125351272612,34.86
10019,19.96350630519641,81.56596254710765,8.029491421215365,60.130546413072665,7.4833411572059925,4,29.402358272564488,4.429579121447089,10,4.156949742084921,56.6
10020,16.176396635021856,84.38534652945802,8.686794539390238,71.97581739332259,7.786652232236099,2,28.512637799878984,3.1074921159476134,10,19.341733912967676,61.84
10021,22.623515346194324,91.16964664141965,7.523747350925019,65.40556113758505,7.741744060813329,5,8.413422933309473,4.839538433600397,10,17.17222842209508,63.53
10022,28.66449791634924,94.96112819365408,7.743221785065467,44.17846250636515,7.419006459582954,4,8.83476432244728,3.2118648925117252,12,8.60568258948462,61.09
